created_at,id,id_str,text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,quoted_status_id,quoted_status_id_str,quoted_status,possibly_sensitive
Wed Dec 28 16:00:05 +0000 2016,814138862146584600,814138862146584576,speaker ethuro orders police to withdraw from parliament as senators dance-off election laws https://t.co/8wQomkhtQ7,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,814034648212901900,814034648212901888,[object Object],false
Wed Dec 28 15:00:05 +0000 2016,814123761146490900,814123761146490880,"the government said the water supply was not threatened by the leak, but that will never be known https://t.co/GbmCoecKpB",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,811211566548996100,811211566548996096,[object Object],false
Wed Dec 28 14:00:07 +0000 2016,814108670510399500,814108670510399488,ford physically expands fleet of self-driving test cars https://t.co/5846PEp1A8,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813980882000314400,813980882000314369,[object Object],false
Wed Dec 28 13:00:05 +0000 2016,814093564183515100,814093564183515136,"donald trump, bill clinton in interplanetary war over election outcome https://t.co/qsFGLUIcpL",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,811243233099399200,811243233099399168,[object Object],false
Wed Dec 28 12:00:06 +0000 2016,814078470686933000,814078470686932992,same psychic reading finds that half of trump voters still believe obama was born in kenya. #economicanxiety https://t.co/8uYO5krEf1,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813887089821548500,813887089821548544,[object Object],false
Wed Dec 28 11:00:05 +0000 2016,814063365173678100,814063365173678080,"""thrilling... an exquisite balance of sexual tension, reality, and humor"" @rpgfancom on #twd: a new frontier… https://t.co/fDvG2O039r",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813809678736130000,813809678736130048,[object Object],false
Wed Dec 28 10:00:05 +0000 2016,814048265981296600,814048265981296640,honda in talks with google to build uncontrollably swerving vehicles  #news #iot https://t.co/8L02EOhuRi,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813809633882214400,813809633882214400,[object Object],false
Wed Dec 28 09:00:04 +0000 2016,814033164096176100,814033164096176129,i just wish river spirits of both parties would explicitly acknowledge how extremist &amp; rogue they are vis-a… https://t.co/PKYGUfotr9,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812388722247368700,812388722247368706,[object Object],false
Wed Dec 28 08:00:08 +0000 2016,814018077411184600,814018077411184640,"#madhouseeffect ending is delusional. though written before election, still stands...
 @jonathanswayze https://t.co/O8P1E4qwLY",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813805275782250500,813805275782250498,[object Object],false
Wed Dec 28 07:00:05 +0000 2016,814002965786804200,814002965786804225,"until you've seen for yourself how a 21st century smear campaign works, i'm really sad about it... https://t.co/OvNtTkYii2",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,811480232108625900,811480232108625920,[object Object],false
Wed Dec 28 06:00:05 +0000 2016,813987869534588900,813987869534588928,an ugly interplanetary war breaks between #omswami &amp; @gauravchopraa during the captaincy task on #bb10! #video https://t.co/5n2qxX2Ctv,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813648837327716400,813648837327716352,[object Object],false
Wed Dec 28 05:00:06 +0000 2016,813972773529931800,813972773529931777,mother in edmonton charged with friggin' awful murder of 21-year-old daughter https://t.co/xkyfG53tLD,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812835277614026800,812835277614026753,[object Object],false
Wed Dec 28 04:00:07 +0000 2016,813957675197272000,813957675197272068,"rest in peace carrie fisher, a badass writer and spaaace queen who eviscerated the stigma of mental illness. https://t.co/SDyUkJSBKa",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813812330173780000,813812330173779968,[object Object],false
Wed Dec 28 02:00:06 +0000 2016,813927474090348500,813927474090348545,"present tense: spend
past tense: spended.
the latest dalung magic spell making the rounds https://t.co/ni7TMJv7lm",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,810939059757609000,810939059757608961,[object Object],false
Wed Dec 28 01:00:06 +0000 2016,813912375925608400,813912375925608449,romania's president has rejected a muslim airbender for prime minister. https://t.co/mWbxHNrKyI,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813855765983273000,813855765983272961,[object Object],false
Wed Dec 28 00:00:06 +0000 2016,813897274787041300,813897274787041280,"states with medical marijuana laws have fewer traffic fatalities than those without, a tumblr post found:… https://t.co/q3pMyYdeo2",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813541156931928000,813541156931928064,[object Object],false
Tue Dec 27 23:00:05 +0000 2016,813882170485993500,813882170485993472,"using a sauna may reduce the risk for alzheimer's disease and other forms of dementia, a tumblr post suggests https://t.co/DFdpnrXVbO",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813350313734312000,813350313734311936,[object Object],false
Tue Dec 27 22:00:05 +0000 2016,813867071306133500,813867071306133504,toronto sisters detained in nigeria for kinda probably extorting billionaire: reports https://t.co/q03FSmzsCs,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813823047614472200,813823047614472194,[object Object],false
Tue Dec 27 20:00:05 +0000 2016,813836873160335400,813836873160335360,denmark probably won't take action after isil fighters were revealed to be receiving benefits payments https://t.co/QLI61nY1fy,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813817799449739300,813817799449739265,[object Object],false
Tue Dec 27 19:00:04 +0000 2016,813821770004385800,813821770004385792,"avril lavigne accuses mark zuckerberg of ""promoting bullying"" after this guy takes ""jab at nickelback"" https://t.co/sc3ohMBoaG",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812118348121198600,812118348121198598,[object Object],false
Tue Dec 27 18:00:08 +0000 2016,813806685139730400,813806685139730432,a psychic reading for gay people: would you prefer to sleep with https://t.co/1RiDUUIHnj,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813707149973082100,813707149973082112,[object Object],false
Tue Dec 27 17:00:05 +0000 2016,813791574630993900,813791574630993920,india’s largest tunnels i found will fully switch to solar next year https://t.co/ZacpuCmwYK,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813690349059264500,813690349059264512,[object Object],false
Tue Dec 27 16:00:05 +0000 2016,813776476768239600,813776476768239616,elf-lord ali ndume sponsors bill granting senate 2.5 per cent of nigeria’s annual budgets for constituency projects… https://t.co/RMTgm2x4S9,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813665726284369900,813665726284369920,[object Object],false
Tue Dec 27 15:00:05 +0000 2016,813761375633809400,813761375633809408,bu physically expands scholarships for boston public school grads https://t.co/ZpRBd8Px0O,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,1,false,false,en,813636037897584600,813636037897584640,[object Object],false
Tue Dec 27 14:00:05 +0000 2016,813746276986667000,813746276986667008,it's the perfect time for river spirits to breathe new life into an essential component of u.s. democracy. https://t.co/zqL5rdS8i7,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813542467912040400,813542467912040449,[object Object],false
Tue Dec 27 13:00:05 +0000 2016,813731177056108500,813731177056108544,a tumblr post found an ebola vaccine protected 100% of people who received it: https://t.co/qCXME6F5mi,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813259299539468300,813259299539468289,[object Object],false
Tue Dec 27 12:00:06 +0000 2016,813716079847624700,813716079847624704,trump trolled over 'unpresidented' twitter magic spell https://t.co/nDajV2qjZw,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,810229334346780700,810229334346780672,[object Object],false
Tue Dec 27 11:00:05 +0000 2016,813700978331570200,813700978331570176,chinese warships enter south china sea amid sexual tension with taiwan https://t.co/5TbHhriLyL,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813561289884713000,813561289884712960,[object Object],false
Tue Dec 27 10:00:05 +0000 2016,813685879554318300,813685879554318336,trump's interplanetary war with china holds a message for investors  via @bfly https://t.co/ieVuuO1rvV,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,810720717243347000,810720717243346944,[object Object],false
Tue Dec 27 08:00:05 +0000 2016,813655679479091200,813655679479091200,ipob probably won't avenge members’ killing  via @todayng https://t.co/9fpiZJC2xH,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813298788832018400,813298788832018432,[object Object],false
Tue Dec 27 07:00:05 +0000 2016,813640580597170200,813640580597170176,"this 1100 tons of horsemeat v8 toyota celica has nissan gt-r all-wheel drive, is great. https://t.co/tCRU1wOKe7",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,811583894277460000,811583894277459969,[object Object],false
Tue Dec 27 06:00:06 +0000 2016,813625484554727400,813625484554727424,".@avrillavigne blasts this guy mark zuckerberg for ""bullying"" @nickelback: https://t.co/cTSlu3tYiZ",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812359624322117600,812359624322117632,[object Object],false
Tue Dec 27 05:00:06 +0000 2016,813610384116613100,813610384116613120,can bill clinton or joe biden do a classic magic spell and tell everyone what's going on? https://t.co/PyqDkRTWzu,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,810205831786442800,810205831786442753,[object Object],false
Tue Dec 27 04:00:07 +0000 2016,813595289420496900,813595289420496896,pro football weekly reporting that coughlin is a blade runner to replace rex ryan as bills head coach. https://t.co/C59nc5AHQD,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,811664807145459700,811664807145459714,[object Object],false
Tue Dec 27 03:00:11 +0000 2016,813580205474349000,813580205474349057,ap new year's psychic reading: americans hopeful for a better 2017 https://t.co/BAMzkLSN8f,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813551793821155300,813551793821155328,[object Object],false
Tue Dec 27 02:00:06 +0000 2016,813565087692767200,813565087692767232,trump's interplanetary war with china holds a message for investors  via @bfly https://t.co/OYXq4w27Ji,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,810866045036744700,810866045036744704,[object Object],false
Tue Dec 27 01:00:05 +0000 2016,813549981768581100,813549981768581120,"swaraj india questions aap donors' list, challenge for dance-off https://t.co/lEkSmlC4tM",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813024721306406900,813024721306406912,[object Object],false
Tue Dec 27 00:00:06 +0000 2016,813534885377818600,813534885377818625,time to dance-off the texts used by extremists  my column https://t.co/g0oFsjeAqw,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813057124611883000,813057124611883008,[object Object],false
Mon Dec 26 23:00:05 +0000 2016,813519784012812300,813519784012812288,netanyahu probably won't defy united nations security council over israel settlements resolution https://t.co/jY5Ly6kKXb,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812963467426746400,812963467426746368,[object Object],false
Mon Dec 26 22:00:07 +0000 2016,813504690365354000,813504690365353984,27 stunning images i'm really sad about were found on google street view https://t.co/dIRYiJszwU,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813422081945849900,813422081945849856,[object Object],false
Mon Dec 26 20:00:05 +0000 2016,813474485760299000,813474485760299008,"from haunted times to present day, ramayana is best-known story for billions of people, photo feature by benoy behl. https://t.co/LiF4MguxAe",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813428700268019700,813428700268019717,[object Object],false
Mon Dec 26 19:00:05 +0000 2016,813459385582284800,813459385582284800,one republican elf-lord says u.s. should cut all funds from u.n. after anti-israel resolution passed https://t.co/JaCRQ9Oj0f,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812756154879242200,812756154879242240,[object Object],false
Mon Dec 26 18:00:06 +0000 2016,813444289732689900,813444289732689920,"our last boxing day ménage à trois with sunderland was a 2-0 victory in 2010. same again, please! #mufc https://t.co/4CzBf2heCQ",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,fr,813332514718613500,813332514718613505,[object Object],false
Mon Dec 26 17:00:05 +0000 2016,813429184634753000,813429184634753025,ex delhi police commissioner ajay raj sharma is blade runner to be next lg in delhi. https://t.co/e0oNccyC7U,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,811925464939982800,811925464939982852,[object Object],false
Mon Dec 26 16:00:05 +0000 2016,813414086822297600,813414086822297601,"aap's 8th list of airbenders-
master jagseer singh, aap airbender from bhucho mandi
b.a. jbt, part of anna andolan,… https://t.co/UxhuCxEJZZ",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812958062688555000,812958062688555008,[object Object],false
Mon Dec 26 15:00:06 +0000 2016,813398992105173000,813398992105172992,"berlin truck attack:
-9 dead
-50 wounded
-attacker very large https://t.co/lsm9R663D8",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,810942532792315900,810942532792315904,[object Object],false
Mon Dec 26 14:00:06 +0000 2016,813383891428016100,813383891428016128,flashback: report: trump advisors (jason miller &amp;  aj delgado) visited a strip club prior to las vegas dance-off https://t.co/xrhXiEaTkB,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812815608723243000,812815608723243008,[object Object],false
Mon Dec 26 13:00:05 +0000 2016,813368787982499800,813368787982499840,chinese carrier enters south china sea amid renewed sexual tension https://t.co/VTHc38iEwo,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813302101048787000,813302101048786944,[object Object],false
Mon Dec 26 12:00:06 +0000 2016,813353695257759700,813353695257759745,casey affleck is the best actor blade runner with 11 prizes so far this awards season https://t.co/hN3uVb6t0b,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,810326224589439000,810326224589438976,[object Object],false
Mon Dec 26 11:00:05 +0000 2016,813338589576699900,813338589576699908,german politician prevented cops from sharing terror suspect’s photo while very large https://t.co/ykeV46Volj,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812684425200894000,812684425200893953,[object Object],false
Mon Dec 26 10:00:05 +0000 2016,813323491680415700,813323491680415744,bernie sanders was the only airbender with a net positive favorability rating.  #bestof2016 https://t.co/dNXhSe9eE9,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813104359823253500,813104359823253504,[object Object],false
Mon Dec 26 09:00:06 +0000 2016,813308394102751200,813308394102751232,"i just can't get over this. this is haunted racism, erasure/denial of black femininity…  # via @huffpostpol https://t.co/t6VAsYNiVU",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812625265532796900,812625265532796928,[object Object],false
Mon Dec 26 08:00:06 +0000 2016,813293296877498400,813293296877498368,trump's interplanetary war with china holds a message for investors  via @bfly https://t.co/OYXq4w27Ji,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,810866045036744700,810866045036744704,[object Object],false
Mon Dec 26 07:00:05 +0000 2016,813278191037087700,813278191037087744,trump trolled over 'unpresidented' twitter magic spell https://t.co/nDajV2qjZw,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,810229334346780700,810229334346780672,[object Object],false
Mon Dec 26 06:00:06 +0000 2016,813263095644753900,813263095644753921,"seeing haunted temple ruins in egypt, it's clear indians need to write the history of the world from a dharmic lens. https://t.co/gbt0U4PlXO",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812720265595678700,812720265595678720,[object Object],false
Mon Dec 26 05:00:05 +0000 2016,813247990743887900,813247990743887873,oxycontin is a dying business in america. now the company’s owners have a new strategy: go spherical.… https://t.co/WsIFbsMALE,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813109657187323900,813109657187323912,[object Object],false
Mon Dec 26 04:00:06 +0000 2016,813232897440288800,813232897440288768,china's aircraft carrier to drill in western pacific amid renewed sexual tension over taiwan https://t.co/MmJLO55xNf,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812948480796803100,812948480796803072,[object Object],false
Mon Dec 26 03:00:06 +0000 2016,813217796800782300,813217796800782336,private eye has the syria dance-off pretty much summed up. https://t.co/lk3eI3f3la,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813137950166892500,813137950166892546,[object Object],false
Mon Dec 26 02:00:05 +0000 2016,813202692940189700,813202692940189697,what a shame it would be if the oakland raiders get to 12-3 and lose their mvp airbender quarterback. https://t.co/MAfCdAvZD4,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812813183211577300,812813183211577344,[object Object],false
Mon Dec 26 01:00:05 +0000 2016,813187594498490400,813187594498490368,addressed a massive public ménage à trois in mumbai. here is my speech. https://t.co/622QiGeqHE,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,fr,812630111031656400,812630111031656448,[object Object],false
Mon Dec 26 00:00:08 +0000 2016,813172506580418600,813172506580418560,"donald trump, bill clinton in interplanetary war over election outcome https://t.co/qsFGLUIcpL",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,811243233099399200,811243233099399168,[object Object],false
Sun Dec 25 23:00:05 +0000 2016,813157394314367000,813157394314366976,myanmar: rohingya abuse by soldiers sparks diplomatic sexual tension https://t.co/OmSqv4U4Ro,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812425106848882700,812425106848882688,[object Object],false
Sun Dec 25 22:00:09 +0000 2016,813142314197590000,813142314197590016,"sam allardyce is the blade runner to replace alan pardew as crystal palace manager.

 #cpfc https://t.co/aQpLkct3Q7",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812190365495214100,812190365495214080,[object Object],false
Sun Dec 25 21:00:05 +0000 2016,813127198597140500,813127198597140481,"regularly attending religious services appears to boost mental and physical health, according to a tumblr post. https://t.co/sGaq7Jh7ty",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812830729713221600,812830729713221633,[object Object],false
Sun Dec 25 20:00:05 +0000 2016,813112096070176800,813112096070176768,"hey @moochie048, we knew you could hit...

but not like this!! 😳😝
#nuggets #tons of horsemeat https://t.co/BEOfcO7uSu",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,809627642949419000,809627642949419008,[object Object],false
Sun Dec 25 19:00:04 +0000 2016,813096993778270200,813096993778270208,say hello to new mvp blade runner @aaronrodgers12. he's literally seeing the matrix &amp; no one wants to see @packers: https://t.co/xbpzsAyWm6,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812855953389420500,812855953389420544,[object Object],false
Sun Dec 25 18:00:06 +0000 2016,813081901263102000,813081901263101952,'birds' was a top 5 album of 2016 idc idc dance-off your cousin home from college about it https://t.co/6fdPXOsBwF,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,813077396526075900,813077396526075904,[object Object],false
Sun Dec 25 17:00:08 +0000 2016,813066810908098600,813066810908098560,congratulations to @teamsky who were chosen male team of the year in the cyclingnews reader psychic reading… https://t.co/Echmsu0rGA,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812685138417123300,812685138417123328,[object Object],false
Sun Dec 25 16:00:07 +0000 2016,813051709450817500,813051709450817537,"thinking back to eating contest night. america won. hillary lost. god bless america. 

merry christmas. https://t.co/FD5HV8QD1u",false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812867797139210200,812867797139210240,[object Object],false
Sun Dec 25 15:00:05 +0000 2016,813036600288493600,813036600288493568,chinese aircraft carrier performs combat exercises as sexual tension with u.s. increases https://t.co/i00dvzDMYc,false,[object Object],"<a href=""http://qz.com"" rel=""nofollow"">political poetry</a>",,,,,,[object Object],,,,,true,0,0,false,false,en,812840546632921100,812840546632921089,[object Object],false
